,mouse,date_of_birth,treatment,injection_time,notes,image,video,recording,camera,year,month,day,hour,minutes,seconds,animal,start,end,discard,Notes,video_time,label
4630,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10050.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4631,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08390.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4632,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07060.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4633,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09850.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4634,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08970.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4635,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10130.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4636,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08030.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4637,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06960.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4638,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07840.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4639,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08420.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4640,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06800.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4641,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame23470.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4642,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10090.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4643,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08620.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4644,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09270.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4645,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame01360.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4646,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08350.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4647,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09700.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4648,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame23710.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4649,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06590.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4650,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08740.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4651,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09310.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4652,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07300.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4653,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07880.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4654,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08580.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4655,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07710.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4656,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07260.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4657,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06870.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4658,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09570.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4659,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09000.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4660,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08450.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4661,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07830.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4662,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08040.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4663,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07400.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4664,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08900.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4665,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07170.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4666,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08280.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4667,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07010.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4668,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09940.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4669,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08690.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4670,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08860.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4671,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07210.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4672,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07760.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4673,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08730.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4674,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09360.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4675,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame23760.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4676,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08320.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4677,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09980.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4678,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08650.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4679,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09200.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4680,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08640.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4681,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09210.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4682,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08330.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4683,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09990.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4684,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09760.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4685,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08720.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4686,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame02230.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4687,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07360.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4688,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10230.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4689,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07980.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4690,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07770.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4691,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07200.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4692,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10030.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4693,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07000.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4694,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08290.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4695,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09830.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4696,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07160.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4697,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08910.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4698,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07410.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4699,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10150.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4700,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09170.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4701,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07820.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4702,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08440.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4703,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06860.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4704,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08840.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4705,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10000.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4706,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07540.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4707,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07030.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4708,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09800.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4709,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07150.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4710,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08920.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4711,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07420.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4712,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07810.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4713,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07780.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4714,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06850.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4715,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09220.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4716,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08670.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4717,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08300.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4718,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07190.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4719,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07740.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4720,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07230.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4721,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06660.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4722,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame21220.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4723,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06880.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4724,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07750.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4725,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08700.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4726,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame23750.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4727,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07180.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4728,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09740.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4729,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08310.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4730,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08660.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4731,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame23340.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4732,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06840.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4733,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07790.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4734,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08460.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4735,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09030.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4736,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07800.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4737,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06920.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4738,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07380.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4739,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08930.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4740,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07140.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4741,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09810.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4742,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07020.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4743,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09780.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4744,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10010.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4745,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07550.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4746,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08850.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4747,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07090.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4748,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08360.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4749,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07480.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4750,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame09320.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4751,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06990.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4752,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07640.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4753,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07720.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4754,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07250.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4755,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08820.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4756,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10060.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4757,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07520.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4758,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07050.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4759,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame05900.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4760,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07130.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4761,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08940.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4762,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame10100.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4763,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08000.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4764,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame00460.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4765,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame06950.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4766,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08570.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4767,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07870.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4768,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame08410.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
4769,m5,11 January 2022,high,11:21,,m5_rec1_preinjection/frame07290.png,m5_rec1_preinjection,1,Basler_acA1920-40um,2022,6,14,11,5,51,m5,0:13,10:30,,,11:05,0.0
